vehicle_id,zone_id,t0_image,t1_image,t0_orig_x1,t0_orig_y1,t0_orig_x2,t0_orig_y2,t0_orig_w,t0_orig_h,t1_orig_x1,t1_orig_y1,t1_orig_x2,t1_orig_y2,t1_orig_w,t1_orig_h,move_dist,diag0,diag1,diag_ratio,delta_min,move_ratio,stop
284,d,0008_top_20250709_t0,0008_top_20250709_t1,544.0,404.0,586.0,544.0,42.0,140.0,544,404,586,544,42,140,5.831,78.492,75.69,0.964,10,0.074,Yes
285,d,0008_top_20250709_t0,0008_top_20250709_t1,413.0,433.0,454.0,582.0,41.0,149.0,413,433,454,582,41,149,4.528,72.111,67.424,0.935,10,0.063,Yes
286,d,0008_top_20250709_t0,0008_top_20250709_t1,334.0,439.0,376.0,593.0,42.0,154.0,334,439,376,593,42,154,4.0,71.197,67.742,0.951,10,0.056,Yes
287,d,0008_top_20250709_t0,0008_top_20250709_t1,375.0,444.0,415.0,587.0,40.0,143.0,375,444,415,587,40,143,4.031,67.231,63.285,0.941,10,0.06,Yes
288,d,0008_top_20250709_t0,0008_top_20250709_t1,31.0,5.0,162.0,53.0,131.0,48.0,31,5,162,53,131,48,33.064,238.814,262.528,1.099,10,0.138,Yes
289,d,0008_top_20250709_t0,0008_top_20250709_t1,168.0,8.0,239.0,62.0,71.0,54.0,168,8,239,62,71,54,20.616,147.801,162.2,1.097,10,0.139,Yes
290,d,0008_top_20250709_t0,0008_top_20250709_t1,121.0,619.0,198.0,639.0,77.0,20.0,121,619,198,639,77,20,6.021,58.822,58.523,0.995,10,0.102,Yes
291,d,0009_top_20250703_t0,0009_top_20250703_t1,371.0,222.0,453.0,286.0,82.0,64.0,393,66,461,132,68,66,25.145,98.489,111.414,1.131,6,0.255,Yes
292,d,0009_top_20250703_t0,0009_top_20250703_t1,375.0,342.0,449.0,408.0,74.0,66.0,398,166,459,233,61,67,18.111,89.9,100.846,1.122,6,0.201,Yes
293,d,0009_top_20250704_t0,0009_top_20250704_t1,14.0,327.0,52.0,443.0,38.0,116.0,77,272,113,398,36,126,15.524,95.21,96.649,1.015,9,0.163,Yes
294,d,0009_top_20250704_t0,0009_top_20250704_t1,76.0,332.0,108.0,438.0,32.0,106.0,138,279,171,388,33,109,11.885,85.147,84.22,0.989,9,0.14,Yes
296,c,0009_top_20250705_t0,0009_top_20250705_t1,156.0,67.0,181.0,129.0,25.0,62.0,385,275,428,307,43,32,22.589,188.322,105.423,0.56,9,0.12,Yes
297,c,0009_top_20250705_t0,0009_top_20250705_t1,198.0,311.0,232.0,369.0,34.0,58.0,275,50,306,77,31,27,31.0,85.983,94.366,1.098,9,0.361,Yes
298,c,0009_top_20250705_t0,0009_top_20250705_t1,150.0,362.0,174.0,416.0,24.0,54.0,272,77,307,107,35,30,50.757,112.33,102.942,0.916,9,0.452,Yes
380,b,0009_top_20250707_t0,0009_top_20250707_t1,80.0,395.0,166.0,471.0,86.0,76.0,69,431,149,495,80,64,33.106,114.769,102.45,0.893,6,0.288,Yes
381,b,0009_top_20250707_t0,0009_top_20250707_t1,135.0,492.0,219.0,565.0,84.0,73.0,125,502,202,574,77,72,16.508,111.288,105.418,0.947,6,0.148,Yes
382,b,0009_top_20250707_t0,0009_top_20250707_t1,368.0,448.0,407.0,572.0,39.0,124.0,364,415,406,522,42,107,41.575,129.988,114.948,0.884,6,0.32,Yes
383,b,0009_top_20250707_t0,0009_top_20250707_t1,405.0,434.0,445.0,562.0,40.0,128.0,398,396,445,514,47,118,43.142,134.104,127.016,0.947,6,0.322,Yes
384,b,0009_top_20250707_t0,0009_top_20250707_t1,290.0,444.0,328.0,573.0,38.0,129.0,260,436,299,548,39,112,33.801,134.48,118.596,0.882,6,0.251,Yes
394,d,0010_top_20250623_t0,0010_top_20250623_t1,351.0,54.0,411.0,266.0,60.0,212.0,271,0,343,185,72,185,4.528,187.928,99.825,0.531,6,0.024,Yes
402,d,0010_top_20250704_t0,0010_top_20250704_t1,469.0,363.0,501.0,445.0,32.0,82.0,488,327,521,418,33,91,3.905,73.007,76.609,1.049,7,0.053,Yes
403,d,0010_top_20250704_t0,0010_top_20250704_t1,525.0,349.0,560.0,453.0,35.0,104.0,549,313,584,427,35,114,2.915,87.132,91.269,1.047,7,0.033,Yes
405,b,0010_top_20250708_t0,0010_top_20250708_t1,118.0,112.0,180.0,305.0,62.0,193.0,137,104,187,264,50,160,27.735,202.714,167.631,0.827,10,0.137,Yes
406,b,0010_top_20250708_t0,0010_top_20250708_t1,265.0,94.0,321.0,298.0,56.0,204.0,249,101,297,267,48,166,23.324,211.547,172.8,0.817,10,0.11,Yes
407,b,0010_top_20250708_t0,0010_top_20250708_t1,193.0,116.0,251.0,315.0,58.0,199.0,193,111,242,274,49,163,23.436,207.28,170.206,0.821,10,0.113,Yes
409,d,0011_top_20250623_t0,0011_top_20250623_t1,67.0,332.0,151.0,403.0,84.0,71.0,49,388,131,456,82,68,57.717,109.986,106.527,0.969,6,0.525,Yes
410,d,0011_top_20250623_t0,0011_top_20250623_t1,51.0,449.0,161.0,521.0,110.0,72.0,34,496,140,569,106,73,51.159,131.469,128.705,0.979,6,0.389,Yes
411,d,0011_top_20250623_t0,0011_top_20250623_t1,72.0,225.0,147.0,309.0,75.0,84.0,51,286,128,368,77,82,63.246,112.61,112.486,0.999,6,0.562,Yes
412,d,0011_top_20250623_t0,0011_top_20250623_t1,363.0,340.0,415.0,538.0,52.0,198.0,321,407,374,591,53,184,72.954,204.714,191.481,0.935,6,0.356,Yes
413,d,0011_top_20250623_t0,0011_top_20250623_t1,376.0,19.0,429.0,248.0,53.0,229.0,334,108,385,323,51,215,92.59,235.053,220.966,0.94,6,0.394,Yes
415,b,0011_top_20250630_t0,0011_top_20250630_t1,379.0,296.0,446.0,352.0,67.0,56.0,374,240,438,293,64,53,10.308,100.807,95.755,0.95,8,0.102,Yes
421,d,0011_top_20250703_t0,0011_top_20250703_t1,422.0,557.0,493.0,611.0,71.0,54.0,300,437,364,493,64,56,12.298,81.123,87.818,1.083,11,0.152,Yes
422,d,0011_top_20250703_t0,0011_top_20250703_t1,434.0,0.0,502.0,43.0,68.0,43.0,308,12,368,46,60,34,1.414,75.24,80.529,1.07,11,0.019,Yes
423,d,0011_top_20250703_t0,0011_top_20250703_t1,429.0,105.0,509.0,170.0,80.0,65.0,306,85,375,143,69,58,5.523,92.661,98.793,1.066,11,0.06,Yes
425,d,0011_top_20250704_t0,0011_top_20250704_t1,492.0,0.0,535.0,41.0,43.0,41.0,387,66,437,118,50,52,11.402,88.091,84.404,0.958,13,0.129,Yes
428,d,0011_top_20250708_t0,0011_top_20250708_t1,141.0,306.0,181.0,415.0,40.0,109.0,55,344,98,452,43,108,19.138,68.505,82.801,1.209,9,0.279,Yes
429,d,0011_top_20250708_t0,0011_top_20250708_t1,177.0,28.0,213.0,156.0,36.0,128.0,90,76,132,207,42,131,24.423,70.711,106.066,1.5,9,0.345,Yes
432,c,0011_top_20250711_t0,0011_top_20250711_t1,380.0,147.0,426.0,287.0,46.0,140.0,380,147,426,287,46,140,0.0,147.363,147.363,1.0,8,0.0,Yes
433,c,0011_top_20250711_t0,0011_top_20250711_t1,486.0,205.0,531.0,332.0,45.0,127.0,486,205,531,332,45,127,0.0,134.737,134.737,1.0,8,0.0,Yes
434,c,0011_top_20250711_t0,0011_top_20250711_t1,90.0,279.0,145.0,470.0,55.0,191.0,90,279,145,470,55,191,0.0,198.761,198.761,1.0,8,0.0,Yes
435,c,0011_top_20250711_t0,0011_top_20250711_t1,330.0,142.0,375.0,272.0,45.0,130.0,330,142,375,272,45,130,0.0,137.568,137.568,1.0,8,0.0,Yes
436,c,0011_top_20250711_t0,0011_top_20250711_t1,1.0,348.0,51.0,514.0,50.0,166.0,1,348,51,514,50,166,0.0,173.367,173.367,1.0,8,0.0,Yes
437,c,0011_top_20250711_t0,0011_top_20250711_t1,43.0,294.0,92.0,424.0,49.0,130.0,43,294,92,424,49,130,0.0,138.928,138.928,1.0,8,0.0,Yes
438,b,0012_top_20250630_t0,0012_top_20250630_t1,221.0,268.0,288.0,310.0,67.0,42.0,200,238,271,280,71,42,63.728,603.206,406.546,0.674,8,0.106,Yes
439,b,0012_top_20250630_t0,0012_top_20250630_t1,223.0,71.0,289.0,120.0,66.0,49.0,205,93,274,146,69,53,81.979,380.091,255.642,0.673,8,0.216,Yes
440,b,0012_top_20250630_t0,0012_top_20250630_t1,221.0,134.0,287.0,185.0,66.0,51.0,207,162,278,212,71,50,2.062,395.248,404.022,1.022,8,0.005,Yes
448,d,0012_top_20250703_t0,0012_top_20250703_t1,355.0,475.0,415.0,531.0,60.0,56.0,298,408,353,459,55,51,2.121,65.0,74.303,1.143,6,0.033,Yes
449,d,0012_top_20250703_t0,0012_top_20250703_t1,233.0,267.0,266.0,375.0,33.0,108.0,192,248,223,337,31,89,5.315,81.271,76.026,0.935,6,0.065,Yes
450,d,0012_top_20250703_t0,0012_top_20250703_t1,492.0,409.0,565.0,469.0,73.0,60.0,411,338,475,396,64,58,11.011,78.772,86.833,1.102,6,0.14,Yes
451,d,0012_top_20250703_t0,0012_top_20250703_t1,347.0,601.0,413.0,639.0,66.0,38.0,293,508,358,562,65,54,6.727,61.465,84.077,1.368,6,0.109,Yes
452,d,0012_top_20250703_t0,0012_top_20250703_t1,485.0,285.0,568.0,334.0,83.0,49.0,405,235,470,289,65,54,4.528,90.874,90.355,0.994,6,0.05,Yes
454,d,0012_top_20250704_t0,0012_top_20250704_t1,195.0,265.0,253.0,313.0,58.0,48.0,230,4,311,75,81,71,12.981,77.82,93.648,1.203,6,0.167,Yes
455,c,0013_top_20250702_t0,0013_a_top_20250702_t1,545.0,315.0,571.0,418.0,26.0,103.0,376,363,405,488,29,125,3.808,85.088,85.475,1.005,7,0.045,Yes
456,c,0013_top_20250702_t0,0013_a_top_20250702_t1,456.0,319.0,488.0,426.0,32.0,107.0,270,362,304,485,34,123,2.55,90.736,86.608,0.955,7,0.028,Yes
457,c,0013_top_20250702_t0,0013_a_top_20250702_t1,548.0,437.0,571.0,531.0,23.0,94.0,374,505,401,627,27,122,7.071,79.649,83.187,1.044,7,0.089,Yes
458,c,0013_top_20250702_t0,0013_a_top_20250702_t1,514.0,431.0,542.0,532.0,28.0,101.0,338,498,367,624,29,126,3.64,86.093,86.354,1.003,7,0.042,Yes
459,c,0013_top_20250702_t0,0013_a_top_20250702_t1,513.0,317.0,542.0,410.0,29.0,93.0,339,364,369,470,30,106,3.041,80.156,75.472,0.942,7,0.038,Yes
465,b,0013_top_20250703_t0,0013_top_20250703_t1,371.0,485.0,457.0,549.0,86.0,64.0,370,436,451,496,81,60,51.12,107.201,100.802,0.94,10,0.477,Yes
467,d,0013_top_20250704_t0,0013_top_20250704_t1,496.0,1.0,560.0,52.0,64.0,51.0,507,216,580,266,73,50,1.803,67.119,76.968,1.147,11,0.027,Yes
468,d,0013_top_20250704_t0,0013_top_20250704_t1,502.0,128.0,561.0,178.0,59.0,50.0,513,356,589,421,76,65,2.693,60.902,76.942,1.263,11,0.044,Yes
469,d,0013_top_20250704_t0,0013_top_20250704_t1,357.0,330.0,434.0,394.0,77.0,64.0,368,588,440,639,72,51,12.369,76.059,62.65,0.824,11,0.163,Yes
470,d,0013_top_20250704_t0,0013_top_20250704_t1,209.0,136.0,254.0,273.0,45.0,137.0,211,363,255,519,44,156,7.517,97.944,89.872,0.918,11,0.077,Yes
471,c,0013_top_20250711_t0,0013_top_20250711_t1,273.0,361.0,322.0,474.0,49.0,113.0,273,361,322,474,49,113,0.0,123.167,123.167,1.0,7,0.0,Yes
472,c,0013_top_20250711_t0,0013_top_20250711_t1,229.0,364.0,274.0,481.0,45.0,117.0,229,364,274,481,45,117,0.0,125.355,125.355,1.0,7,0.0,Yes
473,c,0013_top_20250711_t0,0013_top_20250711_t1,190.0,385.0,238.0,491.0,48.0,106.0,190,385,238,491,48,106,0.0,116.362,116.362,1.0,7,0.0,Yes
474,d,0014_top_20250704_t0,0014_top_20250704_t1,360.0,454.0,436.0,519.0,76.0,65.0,357,183,430,239,73,56,0.0,74.243,75.472,1.017,8,0.0,Yes
475,d,0014_top_20250704_t0,0014_top_20250704_t1,208.0,243.0,253.0,387.0,45.0,144.0,219,6,260,129,41,123,7.649,89.627,96.566,1.077,8,0.085,Yes
477,c,0014_top_20250707_t0,0014_top_20250707_t1,546.0,68.0,597.0,111.0,51.0,43.0,542,72,589,127,47,55,11.662,66.708,72.346,1.085,7,0.175,Yes
478,c,0014_top_20250707_t0,0014_top_20250707_t1,503.0,260.0,556.0,314.0,53.0,54.0,480,251,533,326,53,75,23.049,75.664,91.837,1.214,7,0.305,Yes
483,b,0014_top_20250708_t0,0014_top_20250708_t1,157.0,104.0,205.0,281.0,48.0,177.0,144,115,200,276,56,161,9.487,183.393,170.461,0.929,7,0.052,Yes
484,b,0014_top_20250708_t0,0014_top_20250708_t1,200.0,118.0,249.0,292.0,49.0,174.0,197,87,262,251,65,164,36.346,180.768,176.411,0.976,7,0.201,Yes
500,c,0015_top_20250624_t0,0015_top_20250624_t1,214.0,420.0,308.0,482.0,94.0,62.0,184,122,209,224,25,102,3.536,79.177,85.0,1.074,6,0.045,Yes
530,b,0015_top_20250626_t0,0015_top_20250626_t1,191.0,514.0,261.0,566.0,70.0,52.0,191,512,269,568,78,56,4.0,87.201,96.021,1.101,10,0.046,Yes
531,b,0015_top_20250626_t0,0015_top_20250626_t1,208.0,580.0,277.0,633.0,69.0,53.0,212,587,287,639,75,52,9.552,87.006,91.263,1.049,10,0.11,Yes
532,b,0015_top_20250626_t0,0015_top_20250626_t1,269.0,281.0,302.0,409.0,33.0,128.0,282,252,318,393,36,141,26.768,132.185,145.523,1.101,10,0.202,Yes
533,b,0015_top_20250626_t0,0015_top_20250626_t1,177.0,452.0,255.0,505.0,78.0,53.0,177,438,264,498,87,60,11.424,94.303,105.683,1.121,10,0.121,Yes
534,b,0015_top_20250626_t0,0015_top_20250626_t1,172.0,92.0,234.0,148.0,62.0,56.0,179,106,265,171,86,65,26.519,83.546,107.801,1.29,10,0.317,Yes
535,b,0015_top_20250626_t0,0015_top_20250626_t1,182.0,380.0,261.0,432.0,79.0,52.0,186,358,271,414,85,56,21.19,94.578,101.789,1.076,10,0.224,Yes
536,b,0015_top_20250626_t0,0015_top_20250626_t1,274.0,426.0,307.0,544.0,33.0,118.0,285,417,323,545,38,128,14.08,122.528,133.522,1.09,10,0.115,Yes
537,b,0015_top_20250626_t0,0015_top_20250626_t1,164.0,13.0,240.0,77.0,76.0,64.0,176,30,245,92,69,62,18.118,99.358,92.763,0.934,10,0.182,Yes
538,b,0015_top_20250626_t0,0015_top_20250626_t1,148.0,0.0,227.0,12.0,79.0,12.0,160,0,255,15,95,15,20.056,79.906,96.177,1.204,10,0.251,Yes
556,d,0017_top_20250623_t0,0017_top_20250623_t1,375.0,145.0,503.0,233.0,128.0,88.0,429,168,534,253,105,85,47.629,155.332,135.093,0.87,7,0.307,Yes
561,c,0017_top_20250702_t0,0017_top_20250702_t1,287.0,131.0,387.0,472.0,100.0,341.0,313,60,420,421,107,361,67.759,355.36,376.524,1.06,7,0.191,Yes
562,c,0017_top_20250703_t0,0017_top_20250703_t1,287.0,514.0,331.0,632.0,44.0,118.0,321,468,360,591,39,123,53.708,125.936,129.035,1.025,10,0.426,Yes
565,c,0017_top_20250708_t0,0017_top_20250708_t1,336.0,61.0,375.0,195.0,39.0,134.0,328,88,368,216,40,128,25.145,139.56,134.104,0.961,10,0.18,Yes
566,b,0017_top_20250711_t0,0017_top_20250711_t1,257.0,105.0,322.0,320.0,65.0,215.0,257,105,322,320,65,215,0.0,224.611,224.611,1.0,7,0.0,Yes
567,c,0018_top_20250702_t0,0018_top_20250702_t1,371.0,99.0,511.0,417.0,140.0,318.0,368,89,517,479,149,390,26.043,347.454,417.494,1.202,7,0.075,Yes
573,c,0019_top_20250703_t0,0019_top_20250703_t1,205.0,260.0,269.0,388.0,64.0,128.0,223,248,279,356,56,108,9.341,71.505,63.64,0.89,8,0.131,Yes
574,c,0019_top_20250703_t0,0019_top_20250703_t1,436.0,95.0,538.0,165.0,102.0,70.0,424,120,512,176,88,56,1.581,73.41,75.213,1.025,8,0.022,Yes
575,c,0019_top_20250703_t0,0019_top_20250703_t1,439.0,20.0,538.0,84.0,99.0,64.0,427,48,512,111,85,63,3.905,68.6,73.817,1.076,8,0.057,Yes
576,c,0019_top_20250703_t0,0019_top_20250703_t1,438.0,180.0,540.0,251.0,102.0,71.0,425,192,511,252,86,60,2.55,76.217,76.4,1.002,8,0.033,Yes
577,c,0019_top_20250703_t0,0019_top_20250703_t1,438.0,277.0,541.0,348.0,103.0,71.0,424,275,513,335,89,60,4.031,79.649,81.835,1.027,8,0.051,Yes
579,c,0019_top_20250707_t0,0019_top_20250707_t1,297.0,148.0,344.0,297.0,47.0,149.0,291,190,332,323,41,133,1.118,72.78,74.953,1.03,7,0.015,Yes
580,c,0019_top_20250707_t0,0019_top_20250707_t1,247.0,139.0,294.0,290.0,47.0,151.0,247,180,287,313,40,133,2.236,57.801,59.405,1.028,7,0.039,Yes
581,c,0019_top_20250707_t0,0019_top_20250707_t1,204.0,148.0,241.0,262.0,37.0,114.0,208,188,238,287,30,99,22.327,339.236,304.567,0.898,7,0.066,Yes
583,b,0019_top_20250711_t0,0019_top_20250711_t1,278.0,88.0,317.0,194.0,39.0,106.0,278,88,317,194,39,106,0.0,112.947,112.947,1.0,9,0.0,Yes
584,b,0019_top_20250711_t0,0019_top_20250711_t1,29.0,53.0,64.0,161.0,35.0,108.0,29,53,64,161,35,108,0.0,113.53,113.53,1.0,9,0.0,Yes
585,c,0020_top_20250703_t0,0020_top_20250703_t1,279.0,126.0,319.0,239.0,40.0,113.0,305,288,338,407,33,119,7.81,104.293,102.728,0.985,8,0.075,Yes
586,c,0020_top_20250703_t0,0020_top_20250703_t1,278.0,257.0,318.0,373.0,40.0,116.0,305,158,337,274,32,116,8.078,106.254,103.078,0.97,8,0.076,Yes
587,c,0020_top_20250703_t0,0020_top_20250703_t1,142.0,132.0,182.0,249.0,40.0,117.0,438,282,469,401,31,119,9.618,101.789,100.722,0.99,8,0.094,Yes
588,c,0020_top_20250703_t0,0020_top_20250703_t1,106.0,118.0,148.0,244.0,42.0,126.0,473,281,505,407,32,126,7.81,107.07,106.471,0.994,8,0.073,Yes
589,c,0020_top_20250703_t0,0020_top_20250703_t1,74.0,118.0,115.0,240.0,41.0,122.0,506,284,538,406,32,122,13.601,102.083,104.235,1.021,8,0.133,Yes
590,c,0020_top_20250703_t0,0020_top_20250703_t1,175.0,251.0,217.0,370.0,42.0,119.0,406,161,439,275,33,114,0.5,105.119,103.078,0.981,8,0.005,Yes
591,c,0020_top_20250703_t0,0020_top_20250703_t1,244.0,253.0,287.0,374.0,43.0,121.0,339,157,373,274,34,117,3.162,109.859,105.475,0.96,8,0.029,Yes
592,c,0020_top_20250703_t0,0020_top_20250703_t1,10.0,119.0,46.0,226.0,36.0,107.0,542,289,572,406,30,117,16.508,88.51,99.298,1.122,8,0.187,Yes
593,c,0020_top_20250703_t0,0020_top_20250703_t1,204.0,252.0,251.0,374.0,47.0,122.0,372,154,407,276,35,122,4.123,112.414,110.277,0.981,8,0.037,Yes
594,c,0020_top_20250703_t0,0020_top_20250703_t1,0.0,124.0,16.0,221.0,16.0,97.0,574,312,599,401,25,89,13.463,67.417,76.538,1.135,8,0.2,Yes
598,b,0020_top_20250711_t0,0020_top_20250711_t1,437.0,32.0,479.0,198.0,42.0,166.0,437,32,479,198,42,166,0.0,171.231,171.231,1.0,6,0.0,Yes
599,b,0020_top_20250711_t0,0020_top_20250711_t1,196.0,28.0,239.0,191.0,43.0,163.0,196,28,239,191,43,163,0.0,168.576,168.576,1.0,6,0.0,Yes
600,b,0021_top_20250619_t0,0021_top_20250619_t1,302.0,192.0,380.0,487.0,78.0,295.0,229,119,395,461,166,342,57.369,305.138,380.158,1.246,9,0.188,Yes
603,d,0021_top_20250626_t0,0021_top_20250626_t1,392.0,142.0,434.0,305.0,42.0,163.0,200,303,243,469,43,166,4.031,23.707,25.942,1.094,7,0.17,Yes
604,b,0022_top_20250619_t0,0022_top_20250619_t1,326.0,253.0,401.0,564.0,75.0,311.0,302,89,401,454,99,365,137.525,319.916,378.188,1.182,9,0.43,Yes
607,d,0022_top_20250626_t0,0022_top_20250626_t1,379.0,490.0,467.0,558.0,88.0,68.0,388,513,474,574,86,61,21.077,111.212,105.437,0.948,7,0.19,Yes
608,d,0022_top_20250626_t0,0022_top_20250626_t1,70.0,24.0,104.0,152.0,34.0,128.0,72,39,109,163,37,124,13.463,132.439,129.402,0.977,7,0.102,Yes
609,d,0022_top_20250626_t0,0022_top_20250626_t1,264.0,161.0,294.0,278.0,30.0,117.0,272,182,298,286,26,104,15.692,120.785,107.201,0.888,7,0.13,Yes
610,d,0022_top_20250626_t0,0022_top_20250626_t1,183.0,28.0,215.0,147.0,32.0,119.0,185,39,217,164,32,125,14.142,123.227,129.031,1.047,7,0.115,Yes
615,c,0022_top_20250630_t0,0022_top_20250630_t1,278.0,327.0,321.0,380.0,43.0,53.0,281,366,323,414,42,48,36.586,68.25,63.781,0.935,6,0.536,Yes
616,c,0022_top_20250630_t0,0022_top_20250630_t1,285.0,440.0,325.0,488.0,40.0,48.0,290,472,328,521,38,49,32.745,62.482,62.008,0.992,6,0.524,Yes
617,c,0022_top_20250630_t0,0022_top_20250630_t1,279.0,390.0,322.0,433.0,43.0,43.0,284,424,325,463,41,39,32.249,60.811,56.586,0.931,6,0.53,Yes
623,c,0022_top_20250702_t0,0022_top_20250702_t1,299.0,133.0,413.0,223.0,114.0,90.0,299,133,413,223,114,90,0.0,145.245,145.245,1.0,8,0.0,Yes
624,c,0022_top_20250702_t0,0022_top_20250702_t1,408.0,359.0,524.0,438.0,116.0,79.0,408,359,524,438,116,79,0.0,140.346,140.346,1.0,8,0.0,Yes
625,d,0023_top_20250626_t0,0023_top_20250626_t1,287.0,0.0,317.0,113.0,30.0,113.0,270,36,298,153,28,117,42.048,116.914,120.304,1.029,7,0.36,Yes
627,b,0023_top_20250711_t0,0023_top_20250711_t1,206.0,58.0,307.0,109.0,101.0,51.0,206,58,307,109,101,51,21.101,86.023,120.702,1.403,9,0.245,Yes
628,b,0023_top_20250711_t0,0023_top_20250711_t1,446.0,0.0,605.0,68.0,159.0,68.0,446,0,605,68,159,68,14.705,160.328,150.053,0.936,9,0.092,Yes
643,b,0025_top_20250707_t0,0025_top_20250707_t1,377.0,298.0,430.0,339.0,53.0,41.0,423,31,518,98,95,67,31.145,110.059,97.801,0.889,10,0.283,Yes
644,b,0025_top_20250707_t0,0025_top_20250707_t1,377.0,251.0,425.0,290.0,48.0,39.0,422,0,497,17,75,17,25.739,101.119,68.593,0.678,10,0.255,Yes
652,d,0026_top_20250623_t0,0026_top_20250623_t1,124.0,268.0,156.0,375.0,32.0,107.0,120,219,151,328,31,109,48.21,111.683,113.323,1.015,7,0.432,Yes
653,d,0026_top_20250623_t0,0026_top_20250623_t1,299.0,253.0,332.0,369.0,33.0,116.0,297,218,332,333,35,115,35.514,120.603,120.208,0.997,7,0.294,Yes
654,d,0026_top_20250623_t0,0026_top_20250623_t1,195.0,402.0,226.0,510.0,31.0,108.0,188,363,221,470,33,107,39.953,112.361,111.973,0.997,7,0.356,Yes
655,d,0026_top_20250623_t0,0026_top_20250623_t1,264.0,391.0,297.0,503.0,33.0,112.0,259,357,293,469,34,112,34.297,116.76,117.047,1.002,7,0.294,Yes
661,d,0027_top_20250623_t0,0027_top_20250623_t1,237.0,202.0,304.0,264.0,67.0,62.0,257,214,326,283,69,69,21.708,179.725,221.883,1.235,7,0.121,Yes
662,d,0027_top_20250623_t0,0027_top_20250623_t1,12.0,141.0,81.0,198.0,69.0,57.0,32,157,101,215,69,58,2.062,21.633,20.809,0.962,7,0.095,Yes
663,d,0027_top_20250623_t0,0027_top_20250623_t1,475.0,242.0,543.0,303.0,68.0,61.0,502,259,572,321,70,62,37.054,163.918,104.561,0.638,7,0.226,Yes
675,d,0027_top_20250709_t0,0027_top_20250709_t1,159.0,317.0,215.0,381.0,56.0,64.0,159,317,215,381,56,64,0.0,85.041,85.041,1.0,6,0.0,Yes
677,c,0028_top_20250704_t0,0028_top_20250704_t1,320.0,116.0,375.0,268.0,55.0,152.0,320,116,375,268,55,152,0.0,161.645,161.645,1.0,14,0.0,Yes
678,b,0028_top_20250707_t0,0028_top_20250707_t1,492.0,188.0,575.0,248.0,83.0,60.0,491,191,571,250,80,59,914.283,10810.177,8975.443,0.83,7,0.085,Yes
679,b,0028_top_20250707_t0,0028_top_20250707_t1,232.0,419.0,315.0,499.0,83.0,80.0,232,422,316,502,84,80,0.707,50.249,51.624,1.027,7,0.014,Yes
680,b,0028_top_20250707_t0,0028_top_20250707_t1,334.0,432.0,435.0,517.0,101.0,85.0,334,438,433,520,99,82,15.572,280.071,311.207,1.111,7,0.056,Yes
681,b,0028_top_20250707_t0,0028_top_20250707_t1,491.0,111.0,572.0,170.0,81.0,59.0,491,118,573,175,82,57,242.867,1142.167,1611.932,1.411,7,0.213,Yes
684,d,0028_top_20250709_t0,0028_top_20250709_t1,253.0,399.0,297.0,564.0,44.0,165.0,372,229,390,289,18,60,19.602,88.193,84.22,0.955,8,0.222,Yes
694,b,0029_top_20250619_t0,0029_top_20250619_t1,323.0,217.0,389.0,470.0,66.0,253.0,297,156,436,482,139,326,26.655,261.467,354.397,1.355,10,0.102,Yes
696,d,0029_top_20250704_t0,0029_top_20250704_t1,88.0,126.0,140.0,213.0,52.0,87.0,90,120,139,210,49,90,2.915,34.54,35.847,1.038,10,0.084,Yes
697,d,0029_top_20250704_t0,0029_top_20250704_t1,284.0,396.0,312.0,447.0,28.0,51.0,285,391,314,441,29,50,2.55,57.201,60.216,1.053,10,0.045,Yes
698,d,0029_top_20250704_t0,0029_top_20250704_t1,374.0,220.0,407.0,268.0,33.0,48.0,374,217,407,263,33,46,494.713,2103.664,2709.529,1.288,10,0.235,Yes
699,d,0029_top_20250704_t0,0029_top_20250704_t1,101.0,175.0,146.0,258.0,45.0,83.0,112,172,143,254,31,82,3.354,31.385,28.636,0.912,10,0.107,Yes
700,d,0029_top_20250704_t0,0029_top_20250704_t1,317.0,333.0,347.0,376.0,30.0,43.0,319,325,348,371,29,46,17.564,134.239,154.693,1.152,10,0.131,Yes
701,d,0029_top_20250704_t0,0029_top_20250704_t1,118.0,204.0,170.0,290.0,52.0,86.0,114,200,169,283,55,83,2.828,35.847,35.847,1.0,10,0.079,Yes
702,d,0029_top_20250704_t0,0029_top_20250704_t1,327.0,306.0,357.0,347.0,30.0,41.0,327,302,356,341,29,39,17.507,205.866,225.568,1.096,10,0.085,Yes
703,d,0029_top_20250704_t0,0029_top_20250704_t1,361.0,238.0,394.0,287.0,33.0,49.0,362,234,390,278,28,44,726.829,5380.478,4228.154,0.786,10,0.135,Yes
704,d,0029_top_20250704_t0,0029_top_20250704_t1,571.0,560.0,598.0,599.0,27.0,39.0,572,555,599,598,27,43,9.487,25.239,23.601,0.935,10,0.376,Yes
705,d,0029_top_20250704_t0,0029_top_20250704_t1,617.0,578.0,639.0,626.0,22.0,48.0,618,575,639,626,21,51,8.382,20.518,19.849,0.967,10,0.408,Yes
712,b,0029_top_20250707_t0,0029_top_20250707_t1,481.0,359.0,528.0,549.0,47.0,190.0,485,353,532,550,47,197,4.717,195.727,202.529,1.035,12,0.024,Yes
713,b,0029_top_20250707_t0,0029_top_20250707_t1,267.0,64.0,318.0,235.0,51.0,171.0,273,65,322,234,49,169,5.0,178.443,175.96,0.986,12,0.028,Yes
