LM,Label,X,Y
106,0009_top_20250703_t0,166.000,233.000
58,0009_top_20250703_t1,417.000,72.000
60,0009_top_20250703_t1,211.000,493.000
99,0009_top_20250703_t1,332.000,188.000
100,0009_top_20250703_t1,214.000,184.000
105,0009_top_20250703_t1,272.000,493.000
106,0009_top_20250703_t1,215.000,85.000
57,0009_top_20250704_t0.png,548,322
58,0009_top_20250704_t0.png,117,194
59,0009_top_20250704_t0.png,478,137
60,0009_top_20250704_t0.png,344,563
58,0009_top_20250704_t1,165.000,117.000
59,0009_top_20250704_t1,575.000,24.000
60,0009_top_20250704_t1,423.000,503.000
99,0009_top_20250704_t1,237.000,269.000
100,0009_top_20250704_t1,236.000,507.000
105,0009_top_20250704_t1,423.000,388.000
106,0009_top_20250704_t1,176.000,506.000
41,0009_top_20250705_t0,93.000,310.000
43,0009_top_20250705_t0,558.167,636.833
45,0009_top_20250705_t0,294.167,576.833
46,0009_top_20250705_t0,47.500,602.167
257,0009_top_20250705_t0,374.167,43.500
260,0009_top_20250705_t0,168.833,24.833
261,0009_top_20250705_t0,78.167,144.833
262,0009_top_20250705_t0,75.500,236.833
41,0009_top_20250705_t1.JPG,354.5,108.5
42,0009_top_20250705_t1.JPG,525.5,511.5
45,0009_top_20250705_t1.JPG,105.5,251.5
259,0009_top_20250705_t1.JPG,580.5,572.5
260,0009_top_20250705_t1.JPG,445.5,338.5
261,0009_top_20250705_t1.JPG,436,159
262,0009_top_20250705_t1.JPG,396.5,117.5
263,0009_top_20250705_t1.JPG,80.5,187.5
79,0009_top_20250707_t0,176.000,344.000
80,0009_top_20250707_t0,476.833,324.833
82,0009_top_20250707_t0,628.833,404.833
84,0009_top_20250707_t0,299.500,599.500
152,0009_top_20250707_t0,324.833,442.167
153,0009_top_20250707_t0,616.833,186.167
156,0009_top_20250707_t0,162.167,474.167
157,0009_top_20250707_t0,236.833,223.500
79,0009_top_20250707_t1.png,153,374
80,0009_top_20250707_t1.png,426,286
82,0009_top_20250707_t1.png,564,340
156,0009_top_20250707_t1.png,148,492
21,0009_top_20250709_t0,173.000,574.000
22,0009_top_20250709_t0,503.500,450.167
23,0009_top_20250709_t0,196.833,138.167
24,0009_top_20250709_t0,34.167,304.833
252,0009_top_20250709_t0,224.833,559.500
21,0009_top_20250709_t1,135.000,423.000
22,0009_top_20250709_t1,436.000,503.000
23,0009_top_20250709_t1,236.000,84.000
24,0009_top_20250709_t1,87.000,146.000
207,0009_top_20250709_t1,153.000,278.000
252,0009_top_20250709_t1,185.000,435.000
253,0009_top_20250709_t1,55.000,52.000
75,0010_top_20250623_t0.jpg,17,638
137,0010_top_20250623_t0.jpg,210,635
142,0010_top_20250623_t0.jpg,375,388
144,0010_top_20250623_t0.jpg,346,43
137,0010_top_20250623_t1,174.000,603.000
142,0010_top_20250623_t1,332.000,404.000
290,0010_top_20250623_t1,26.000,464.000
292,0010_top_20250623_t1,142.000,402.000
91,0010_top_20250624_t0,311.000,142.000
126,0010_top_20250624_t0,378.000,361.000
129,0010_top_20250624_t0,379.000,178.000
280,0010_top_20250624_t0,462.000,390.000
283,0010_top_20250624_t0,457.000,203.000
35,0010_top_20250630_t0,446.000,529.000
36,0010_top_20250630_t0,309.000,611.000
232,0010_top_20250630_t0,408.000,299.000
234,0010_top_20250630_t0,317.000,28.000
235,0010_top_20250630_t0,410.000,16.000
35,0010_top_20250630_t1,416.000,529.000
36,0010_top_20250630_t1,284.833,606.167
232,0010_top_20250630_t1,370.167,298.167
233,0010_top_20250630_t1,219.500,38.167
234,0010_top_20250630_t1,290.167,34.167
235,0010_top_20250630_t1,374.167,20.833
65,0010_top_20250703_t0,438.000,601.000
113,0010_top_20250703_t0,343.500,448.833
114,0010_top_20250703_t0,194.167,440.833
115,0010_top_20250703_t0,399.500,139.500
118,0010_top_20250703_t0,211.500,148.833
65,0010_top_20250704_t0.png,472,218
109,0010_top_20250704_t0.png,625,352
110,0010_top_20250704_t0.png,637,578
111,0010_top_20250704_t0.png,551,349
112,0010_top_20250704_t0.png,564,576
116,0010_top_20250704_t0.png,126,346
61,0010_top_20250704_t1.png,68.5,73.5
65,0010_top_20250704_t1.png,496.5,163.5
66,0010_top_20250704_t1.png,19.5,546.5
111,0010_top_20250704_t1.png,578,309
112,0010_top_20250704_t1.png,577.5,545.5
113,0010_top_20250704_t1.png,420.5,312.5
114,0010_top_20250704_t1.png,422.5,547.5
115,0010_top_20250704_t1.png,255.5,223.5
116,0010_top_20250704_t1.png,110.5,311.5
117,0010_top_20250704_t1.png,113.5,546.5
118,0010_top_20250704_t1.png,268.5,545.5
117,0010_top_20250704_t1.png,113.5,546.5
118,0010_top_20250704_t1.png,268.5,545.5
43,0010_top_20250705_t0,319.000,621.000
45,0010_top_20250705_t0,243.000,287.000
46,0010_top_20250705_t0,194.000,165.000
257,0010_top_20250705_t0,477.000,270.000
258,0010_top_20250705_t0,519.000,214.000
42,0010_top_20250705_t1.JPG,288,335
258,0010_top_20250705_t1.JPG,429,581
259,0010_top_20250705_t1.JPG,344,290
260,0010_top_20250705_t1.JPG,146,377
27,0010_top_20250707_t1,250.000,366.000
221,0010_top_20250707_t1,402.167,370.167
327,0010_top_20250707_t1,287.500,384.833
328,0010_top_20250707_t1,407.500,43.500
30,0010_top_20250708_t0,421.000,313.000
31,0010_top_20250708_t0,38.000,343.000
223,0010_top_20250708_t0,318.000,322.000
227,0010_top_20250708_t0,620.000,300.000
30,0010_top_20250708_t1,372.000,284.000
31,0010_top_20250708_t1,78.000,275.000
33,0010_top_20250708_t1,540.000,352.000
223,0010_top_20250708_t1,292.000,282.000
227,0010_top_20250708_t1,528.000,292.000
30,0010_top_20250709_t1,483.000,361.000
31,0010_top_20250709_t1,46.000,359.000
32,0010_top_20250709_t1,384.000,120.000
223,0010_top_20250709_t1,361.000,361.000
143,0011_top_20250623_t0.jpg,65,246
144,0011_top_20250623_t0.jpg,348,598
288,0011_top_20250623_t0.jpg,62,455
289,0011_top_20250623_t0.jpg,57,635
67,0011_top_20250624_t0,281.000,292.000
92,0011_top_20250624_t0,358.167,544.833
281,0011_top_20250624_t0,428.833,276.833
282,0011_top_20250624_t0,280.833,544.833
284,0011_top_20250624_t0,282.167,220.833
285,0011_top_20250624_t0,283.500,52.833
399,0011_top_20250624_t0,446.167,122.167
81,0011_top_20250626_t0.jpg,413,403
82,0011_top_20250626_t0.jpg,425,528
153,0011_top_20250626_t0.jpg,294,384
154,0011_top_20250626_t0.jpg,399,272
80,0011_top_20250626_t1.jpg,379.5,162.5
81,0011_top_20250626_t1.jpg,352,510
82,0011_top_20250626_t1.jpg,314.5,423.5
154,0011_top_20250626_t1.jpg,397.5,594.5
155,0011_top_20250626_t1.jpg,441.5,433.5
232,0011_top_20250630_t0,381.000,605.000
233,0011_top_20250630_t0,206.000,329.000
234,0011_top_20250630_t0,277.000,323.000
235,0011_top_20250630_t0,379.000,357.000
232,0011_top_20250630_t1.jpg,375,538
233,0011_top_20250630_t1.jpg,208,255
234,0011_top_20250630_t1.jpg,277,256
235,0011_top_20250630_t1.jpg,372,242
69,0011_top_20250702_t0,365.000,57.000
134,0011_top_20250702_t0,127.500,131.500
494,0011_top_20250702_t0,131.500,306.167
61,0011_top_20250703_t0.png,621,511
62,0011_top_20250703_t0.png,323,636
63,0011_top_20250703_t0.png,354,75
119,0011_top_20250703_t0.png,502,3
61,0011_top_20250703_t1,465.000,398.000
62,0011_top_20250703_t1,226.000,537.000
63,0011_top_20250703_t1,241.000,68.000
121,0011_top_20250703_t1,289.000,617.000
63,0011_top_20250704_t0,262.000,142.000
119,0011_top_20250704_t0,417.000,68.000
273,0011_top_20250704_t0,232.000,368.000
274,0011_top_20250704_t0,421.000,306.000
275,0011_top_20250704_t0,487.000,49.000
63,0011_top_20250704_t1.png,188,225
64,0011_top_20250704_t1.png,227,3
119,0011_top_20250704_t1.png,320,143
120,0011_top_20250704_t1.png,380,3
58,0011_top_20250708_t0.png,173,115
99,0011_top_20250708_t0.png,252,295
100,0011_top_20250708_t0.png,244,570
101,0011_top_20250708_t0.png,444,157
57,0011_top_20250708_t1,606.000,266.000
58,0011_top_20250708_t1,95.500,162.167
59,0011_top_20250708_t1,515.500,42.167
60,0011_top_20250708_t1,382.167,572.833
99,0011_top_20250708_t1,168.833,323.500
100,0011_top_20250708_t1,172.833,595.500
101,0011_top_20250708_t1,363.500,174.167
102,0011_top_20250708_t1,370.167,300.833
103,0011_top_20250708_t1,547.500,286.167
104,0011_top_20250708_t1,558.167,163.500
105,0011_top_20250708_t1,376.833,438.167
106,0011_top_20250708_t1,98.167,602.167
108,0011_top_20250708_t1,554.167,418.167
9,0011_top_20250711_t0,215.000,500.000
217,0011_top_20250711_t0,551.000,425.000
322,0011_top_20250711_t0,163.000,398.000
323,0011_top_20250711_t0,332.000,276.000
324,0011_top_20250711_t0,462.000,315.000
9,0011_top_20250711_t1,217.000,500.000
217,0011_top_20250711_t1,552.833,422.167
321,0011_top_20250711_t1,32.833,510.167
322,0011_top_20250711_t1,167.500,400.833
323,0011_top_20250711_t1,331.500,280.833
324,0011_top_20250711_t1,460.833,315.500
19,0012_a_top_20250626_t1,335.000,288.000
87,0012_a_top_20250626_t1,151.000,48.000
188,0012_a_top_20250626_t1,32.000,449.000
256,0012_a_top_20250626_t1,489.000,65.000
269,0012_a_top_20250626_t1,407.000,52.000
57,0012_a_top_20250702_t1,565.000,306.000
58,0012_a_top_20250702_t1,36.833,199.500
59,0012_a_top_20250702_t1,482.167,75.500
60,0012_a_top_20250702_t1,343.500,607.500
99,0012_a_top_20250702_t1,127.500,367.500
100,0012_a_top_20250702_t1,136.833,636.833
101,0012_a_top_20250702_t1,326.167,214.167
102,0012_a_top_20250702_t1,335.500,342.167
103,0012_a_top_20250702_t1,500.833,328.833
104,0012_a_top_20250702_t1,520.833,200.833
105,0012_a_top_20250702_t1,342.167,478.167
107,0012_a_top_20250702_t1,626.167,487.500
108,0012_a_top_20250702_t1,502.167,459.500
87,0012_b_top_20250626_t1.jpg,122.5,508.5
256,0012_b_top_20250626_t1.jpg,463.5,497.5
268,0012_b_top_20250626_t1.jpg,422.5,1.5
269,0012_b_top_20250626_t1.jpg,390,489
58,0012_b_top_20250702_t1.jpg,277,133
109,0012_b_top_20250702_t1.jpg,185,315
110,0012_b_top_20250702_t1.jpg,198,584
111,0012_b_top_20250702_t1.jpg,94,318
112,0012_b_top_20250702_t1.jpg,104,594
10,0012_top_20250623_t0.jpg,581.5,584.5
12,0012_top_20250623_t0.jpg,242.5,638.5
214,0012_top_20250623_t0.jpg,349.5,1.5
215,0012_top_20250623_t0.jpg,315,608
71,0012_top_20250624_t0,417.000,166.000
128,0012_top_20250624_t0,636.833,548.833
131,0012_top_20250624_t0,434.167,346.167
132,0012_top_20250624_t0,54.167,179.500
14,0012_top_20250626_t0.jpg,461.5,426.5
87,0012_top_20250626_t0.jpg,299.5,204.5
88,0012_top_20250626_t0.jpg,197.5,579.5
256,0012_top_20250626_t0.jpg,584.5,221.5
269,0012_top_20250626_t0.jpg,519,209
37,0012_top_20250630_t0.jpg,229,519
38,0012_top_20250630_t0.jpg,387,4
230,0012_top_20250630_t0.jpg,292,389
231,0012_top_20250630_t0.jpg,393,407
37,0012_top_20250630_t1.jpg,203.5,502.5
38,0012_top_20250630_t1.jpg,384.5,0.5
230,0012_top_20250630_t1.jpg,271,365
231,0012_top_20250630_t1.jpg,379.5,327.5
61,0012_top_20250702_t1,300.000,54.000
62,0012_top_20250702_t1,16.833,240.833
66,0012_top_20250702_t1,252.833,591.500
115,0012_top_20250702_t1,508.833,210.167
116,0012_top_20250702_t1,356.833,314.167
117,0012_top_20250702_t1,364.833,586.167
118,0012_top_20250702_t1,531.500,567.500
121,0012_top_20250702_t1,95.500,332.833
63,0012_top_20250703_t0,262.000,549.000
64,0012_top_20250703_t0,324.833,247.500
119,0012_top_20250703_t0,423.500,470.167
120,0012_top_20250703_t0,487.500,278.167
63,0012_top_20250703_t1,229.000,478.000
64,0012_top_20250703_t1,272.833,219.500
119,0012_top_20250703_t1,354.167,407.500
120,0012_top_20250703_t1,407.500,242.167
63,0012_top_20250704_t0,124.000,241.000
64,0012_top_20250704_t0,180.000,15.000
119,0012_top_20250704_t0,249.000,175.000
120,0012_top_20250704_t0,304.000,32.000
61,0012_top_20250704_t1,421.000,421.000
62,0012_top_20250704_t1,76.833,610.167
273,0012_top_20250704_t1,115.500,191.500
274,0012_top_20250704_t1,300.833,136.833
397,0012_top_20250704_t1,191.500,539.500
11,0012_top_20250707_t0,425.000,504.000
211,0012_top_20250707_t0,320.000,97.000
315,0012_top_20250707_t0,294.000,490.000
316,0012_top_20250707_t0,151.000,569.000
378,0012_top_20250707_t0,414.000,56.000
379,0012_top_20250707_t0,416.000,249.000
317,0012_top_20250707_t1,318.000,114.000
318,0012_top_20250707_t1,188.833,478.167
319,0012_top_20250707_t1,462.167,479.500
380,0012_top_20250707_t1,462.167,163.500
45,0012_top_20250708_t0.png,325,195
263,0012_top_20250708_t0.png,390,92
354,0012_top_20250708_t0.png,276,416
355,0012_top_20250708_t0.png,604,466
39,0012_top_20250709_t0,427.000,152.000
40,0012_top_20250709_t0,408.000,483.000
236,0012_top_20250709_t0,48.000,265.000
238,0012_top_20250709_t0,339.000,93.000
34,0012_top_20250709_t1.JPG,373.5,231.5
40,0012_top_20250709_t1.JPG,461,613
237,0012_top_20250709_t1.JPG,95.5,220.5
238,0012_top_20250709_t1.JPG,289.5,197.5
78,0012_top_20250711_t0.jpg,104,287
89,0012_top_20250711_t0.jpg,202,173
90,0012_top_20250711_t0.jpg,512,373
145,0012_top_20250711_t0.jpg,195,293
78,0012_top_20250711_t1,101.000,289.000
89,0012_top_20250711_t1,199.500,172.833
80,0012_top_20250711_t1,514.167,367.500
145,0012_top_20250711_t1,191.500,294.167
146,0012_top_20250711_t1,55.500,108.833
150,0012_top_20250711_t1,62.167,322.167
151,0012_top_20250711_t1,350.167,363.500
65,0013_a_top_20250702_t1.jpg,316.5,181.5
109,0013_a_top_20250702_t1.jpg,493.5,366.5
110,0013_a_top_20250702_t1.jpg,487.5,623.5
111,0013_a_top_20250702_t1.jpg,406,358
112,0013_a_top_20250702_t1.jpg,402.5,620.5
113,0013_a_top_20250702_t1.jpg,233.5,349.5
114,0013_a_top_20250702_t1.jpg,227.5,617.5
70,0013_top_20250624_t0,350.000,150.000
132,0013_top_20250624_t0,436.833,288.833
133,0013_top_20250624_t0,119.500,295.500
136,0013_top_20250624_t0,298.167,183.500
236,0013_top_20250630_t0,395.000,480.000
237,0013_top_20250630_t0,282.000,319.000
238,0013_top_20250630_t0,256.000,85.000
337,0013_top_20250630_t0,544.000,159.000
38,0013_top_20250630_t1,377.000,244.000
236,0013_top_20250630_t1,408.833,51.500
333,0013_top_20250630_t1,272.833,482.167
334,0013_top_20250630_t1,275.500,214.167
61,0013_top_20250702_t0,86.000,78.000
65,0013_top_20250702_t0,491.500,170.167
66,0013_top_20250702_t0,36.833,542.167
111,0013_top_20250702_t0,566.167,310.167
112,0013_top_20250702_t0,564.833,532.833
113,0013_top_20250702_t0,423.500,311.500
114,0013_top_20250702_t0,424.833,532.833
115,0013_top_20250702_t0,271.500,222.167
116,0013_top_20250702_t0,131.500,310.167
117,0013_top_20250702_t0,130.167,538.167
118,0013_top_20250702_t0,280.833,535.500
19,0013_top_20250702_t1,200.000,213.000
256,0013_top_20250702_t1,298.167,466.167
268,0013_top_20250702_t1,576.833,470.167
269,0013_top_20250702_t1,311.500,351.500
93,0013_top_20250703_t0.png,246,634
94,0013_top_20250703_t0.png,364,636
95,0013_top_20250703_t0.png,292,250
96,0013_top_20250703_t0.png,370,267
93,0013_top_20250703_t1.png,246,600
95,0013_top_20250703_t1.png,283,205
96,0013_top_20250703_t1.png,362,222
272,0013_top_20250703_t1.png,229,638
63,0013_top_20250704_t0,257.000,288.000
119,0013_top_20250704_t0,426.167,199.500
120,0013_top_20250704_t0,486.167,14.167
273,0013_top_20250704_t0,231.500,532.833
274,0013_top_20250704_t0,430.167,467.500
275,0013_top_20250704_t0,495.500,187.500
63,0013_top_20250704_t1,257.000,533.000
64,0013_top_20250704_t1,325.000,196.000
119,0013_top_20250704_t1,432.000,436.000
120,0013_top_20250704_t1,500.000,223.000
43,0013_top_20250707_t0.png,602,192
342,0013_top_20250707_t0.png,415,340
343,0013_top_20250707_t0.png,534,549
349,0013_top_20250707_t0.png,421,170
61,0013_top_20250708_t0,200.000,36.000
66,0013_top_20250708_t0,133.000,552.000
113,0013_top_20250708_t0,576.000,283.000
114,0013_top_20250708_t0,585.000,543.000
115,0013_top_20250708_t0,396.000,189.000
116,0013_top_20250708_t0,241.000,286.000
117,0013_top_20250708_t0,239.000,548.000
118,0013_top_20250708_t0,413.000,547.000
66,0013_top_20250708_t1,585.000,275.000
116,0013_top_20250708_t1,505.000,558.000
117,0013_top_20250708_t1,483.000,291.000
118,0013_top_20250708_t1,315.000,318.000
37,0013_top_20250709_t0.JPG,451.5,7.5
38,0013_top_20250709_t0.JPG,351.5,177.5
230,0013_top_20250709_t0.JPG,416.5,47.5
231,0013_top_20250709_t0.JPG,342.5,60.5
236,0013_top_20250709_t0.JPG,325.5,273.5
237,0013_top_20250709_t0.JPG,513,404
73,0013_top_20250711_t0,34.000,544.000
75,0013_top_20250711_t0,613.000,502.000
137,0013_top_20250711_t0,548.000,337.000
144,0013_top_20250711_t0,324.000,85.000
75,0013_top_20250711_t1.jpg,608,505
137,0013_top_20250711_t1.jpg,553,330
142,0013_top_20250711_t1.jpg,506,75
144,0013_top_20250711_t1.jpg,327,69
23,0014_a_top_20250626_t1.jpg,79,137
253,0014_a_top_20250626_t1.jpg,159.5,241.5
254,0014_a_top_20250626_t1.jpg,199.5,18.5
268,0014_a_top_20250626_t1.jpg,488.5,458.5
20,0014_b_top_20250626_t1.jpg,431,526
24,0014_b_top_20250626_t1.jpg,262.5,74.5
253,0014_b_top_20250626_t1.jpg,202.5,208.5
254,0014_b_top_20250626_t1.jpg,332.5,283.5
255,0014_b_top_20250626_t1.jpg,363.5,490.5
69,0014_top_20250624_t0.jpg,70.5,315.5
72,0014_top_20250624_t0.jpg,31.5,481.5
133,0014_top_20250624_t0.jpg,298,63
134,0014_top_20250624_t0.jpg,181.5,335.5
135,0014_top_20250624_t0.jpg,165.5,569.5
20,0014_top_20250626_t0,438.000,97.000
21,0014_top_20250626_t0,107.000,120.000
23,0014_top_20250626_t0,81.000,510.000
24,0014_top_20250626_t0,219.000,364.000
252,0014_top_20250626_t0,60.000,133.000
253,0014_top_20250626_t0,287.000,452.000
254,0014_top_20250626_t0,323.000,251.000
39,0014_top_20250630_t0.jpg,260,275
40,0014_top_20250630_t0.jpg,427,228
237,0014_top_20250630_t0.jpg,263,619
238,0014_top_20250630_t0.jpg,234,376
39,0014_top_20250702_t0,206.000,352.000
40,0014_top_20250702_t0,436.833,132.833
238,0014_top_20250702_t0,199.500,514.167
336,0014_top_20250702_t0,267.500,235.500
63,0014_top_20250702_t1.jpg,213,450
64,0014_top_20250702_t1.jpg,257,142
119,0014_top_20250702_t1.jpg,360,345
120,0014_top_20250702_t1.jpg,413,136
96,0014_top_20250703_t0.png,376,632
370,0014_top_20250703_t0.png,380,209
371,0014_top_20250703_t0.png,381,353
372,0014_top_20250703_t0.png,378,494
63,0014_top_20250704_t0.JPG,254,404
64,0014_top_20250704_t0.JPG,324,81
119,0014_top_20250704_t0.JPG,424,315
120,0014_top_20250704_t0.JPG,497,112
61,0014_top_20250704_t1.JPG,565,618
62,0014_top_20250704_t1.JPG,230,636
63,0014_top_20250704_t1.JPG,260,147
119,0014_top_20250704_t1.JPG,425,73
79,0014_top_20250705_t0.JPG,224.5,375.5
80,0014_top_20250705_t0.JPG,343.5,298.5
81,0014_top_20250705_t0.JPG,423.5,265.5
82,0014_top_20250705_t0.JPG,411.5,305.5
83,0014_top_20250705_t0.JPG,317.5,614.5
84,0014_top_20250705_t0.JPG,286.5,454.5
152,0014_top_20250705_t0.JPG,290.5,382.5
153,0014_top_20250705_t0.JPG,389.5,217.5
154,0014_top_20250705_t0.JPG,435.5,224.5
155,0014_top_20250705_t0.JPG,459.5,151.5
156,0014_top_20250705_t0.JPG,223,429
157,0014_top_20250705_t0.JPG,235.5,309.5
41,0014_top_20250707_t0,258.000,605.000
42,0014_top_20250707_t0,89.000,148.000
45,0014_top_20250707_t0,535.000,315.000
259,0014_top_20250707_t0,49.000,101.000
260,0014_top_20250707_t0,155.000,299.000
261,0014_top_20250707_t0,157.000,540.000
262,0014_top_20250707_t0,206.000,597.000
263,0014_top_20250707_t0,585.000,391.000
41,0014_top_20250707_t1.png,206.5,545.5
42,0014_top_20250707_t1.png,83.5,54.5
45,0014_top_20250707_t1.png,510,317
259,0014_top_20250707_t1.png,51.5,1.5
261,0014_top_20250707_t1.png,114.5,453.5
262,0014_top_20250707_t1.png,153.5,521.5
263,0014_top_20250707_t1.png,553.5,406.5
79,0014_top_20250708_t0,598.000,402.000
80,0014_top_20250708_t0,204.833,426.167
82,0014_top_20250708_t0,12.833,308.833
84,0014_top_20250708_t0,439.500,67.500
152,0014_top_20250708_t0,404.833,274.167
153,0014_top_20250708_t0,26.167,598.167
156,0014_top_20250708_t0,622.167,232.833
157,0014_top_20250708_t0,520.833,562.167
79,0014_top_20250708_t1.png,584,200
152,0014_top_20250708_t1.png,409,143
156,0014_top_20250708_t1.png,579,17
157,0014_top_20250708_t1.png,530,414
24,0014_top_20250709_t0.JPG,410,174
254,0014_top_20250709_t0.JPG,282,346
255,0014_top_20250709_t0.JPG,100,552
267,0014_top_20250709_t0.JPG,554,274
23,0014_top_20250709_t1,464.000,142.000
24,0014_top_20250709_t1,270.000,239.000
207,0014_top_20250709_t1,374.000,421.000
253,0014_top_20250709_t1,214.000,106.000
254,0014_top_20250709_t1,122.000,323.000
113,0015_top_20250624_t0.jpg,425,21
114,0015_top_20250624_t0.jpg,611,61
115,0015_top_20250624_t0.jpg,330,432
118,0015_top_20250624_t0.jpg,598,445
65,0015_top_20250624_t1.jpg,425,216
113,0015_top_20250624_t1.jpg,364,341
114,0015_top_20250624_t1.jpg,366,575
115,0015_top_20250624_t1.jpg,204,247
21,0015_top_20250626_t0,400.000,370.000
23,0015_top_20250626_t0,180.833,336.833
24,0015_top_20250626_t0,270.167,570.167
252,0015_top_20250626_t0,394.167,290.167
267,0015_top_20250626_t0,322.167,386.167
21,0015_top_20250626_t1,430.000,352.000
23,0015_top_20250626_t1,184.833,304.833
24,0015_top_20250626_t1,278.167,574.167
252,0015_top_20250626_t1,424.833,262.167
267,0015_top_20250626_t1,339.500,364.833
30,0015_top_20250630_t0.jpg,396.5,271.5
31,0015_top_20250630_t0.jpg,181.5,277.5
32,0015_top_20250630_t0.jpg,352.5,168.5
33,0015_top_20250630_t0.jpg,525.5,309.5
34,0015_top_20250630_t0.jpg,108,374
223,0015_top_20250630_t0.jpg,337.5,274.5
225,0015_top_20250630_t0.jpg,348.5,637.5
227,0015_top_20250630_t0.jpg,510.5,275.5
38,0015_top_20250702_t0.png,461,637
236,0015_top_20250702_t0.png,434,325
237,0015_top_20250702_t0.png,230,187
238,0015_top_20250702_t0.png,156,5
97,0015_top_20250703_t1,342.000,374.000
98,0015_top_20250703_t1,348.833,271.500
